listing_id,artist,title,label,catno,format,release_id,status,price,listed,comments,media_condition,sleeve_condition,accept_offer,external_id,weight,format_quantity,location
3143974139,B.T. Express,Non-Stop,Roadshow,RS 41001,"LP, Album, Pet",4454436,For Sale,20.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,#3
3410048460,Baron (4),It's Magic,JW Productions,JWBA-041,"LP, Album",1541988,For Sale,5.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Original shrink.Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
2943425230,Barrabas,Watch Out,ATCO Records,SD 36-136,"LP, Album, Pre",536556,For Sale,10.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410025258,Barry White,Stone Gon',20th Century Records,T-423,"LP, Album, Gat",1332547,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410098011,Barry White,Stone Gon',20th Century Records,T-423,"LP, Album, Gat",1332547,For Sale,10.0,2026-01-06 10:11:56,"Good shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Very Good Plus (VG+),Y,,230,1,
3430617681,The Beatles,Let It Be,Apple Records,AR 34001,"LP, Album, Win",377554,For Sale,65.0,2026-01-06 10:11:56,"This copy is VG overall—vinyl has some light scuffs but should play fine, and the cover shows expected wear for a 50+ year-old record, with a name sticker on the front and label. Everything is kept in protective sleeves because I care about quality. If you’d like photos, just let me know!",Very Good (VG),Very Good (VG),Y,,230,1,
3430592622,Black Sabbath,Black Sabbath,"Warner Bros. Records, Warner Bros. Records","WS 1871, 1871","LP, Album, Pit",2011391,For Sale,300.0,2026-01-06 10:11:56,"Vinyl is in great shape; cover is well-preserved with only minor crate wear. There’s a 1-inch split on the bottom right corner. The label has a small name sticker from the previous owner (likely removable with care), and the cover has the same sticker. Original paper inner sleeve is included. I keep everything in protective sleeves because I care about quality. If you’d like a photo, just let me know. The birth of HEAVY METAL!!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3434756154,Blondie,Heart Of Glass,Chrysalis,CDS-2275,"12"", Single, Ter",34559,For Sale,20.0,2026-01-06 10:11:56,"Great shape with just minor signs of play. No original sleeve, housed in a generic jacket. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Disco, punk, and new wave collide—Blondie at their most iconic.",Very Good Plus (VG+),Generic,Y,,230,1,b28
3410095602,Blowfly,Rapp Dirty,T.K. Disco,438,"12"", She",24410936,For Sale,5.0,2026-01-06 10:11:56,"Excellent shape vinyl, generic TK disco cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Generic,Y,,230,1,
3471486315,Bob James,Hands Down,"Tappan Zee Records, Columbia",FC 38067,"LP, Album, Gat",15403834,For Sale,24.0,2026-01-06 10:11:56,"VG+ vinyl, VG+ cover. Clean copy with minor signs of handling. Light surface wear, plays through great. Cover in solid shape with minor edge wear. Kept in protective sleeves because I care. Ships in Whiplash mailers for secure, damage-free delivery. Let me know if you’d like photos!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
2942803513,Bombers,Bombers,"West End Records, West End Records","WE 104, WE-104","LP, Album",233797,For Sale,45.0,2026-01-06 10:11:56,"Great shape, everything kept in protective sleeves.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3419865915,Boz Scaggs,Silk Degrees,"Columbia, Columbia","PC 33920, 33920","LP, Album, San",713519,For Sale,10.0,2026-01-06 10:11:56,,Very Good (VG),Very Good (VG),Y,,230,1,
3419790945,Brass Construction,Brass Construction,United Artists Records,UA-LA545-G,"LP, Album, Ter",162999,For Sale,15.0,2026-01-06 10:11:56,"Decent shape vinyl, cover in good shape, crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Very Good (VG),Y,,230,1,
2943420469,Brenda Taylor,You Can't Have Your Cake And Eat It Too,West End Records,WES 22149,"12"", Single",165183,For Sale,30.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves. generic west end records sleeve",Near Mint (NM or M-),Generic,Y,,230,1,
2943667270,Brick,Good High,Bang Records,BLP-408,"LP, Album, NAM",2770799,For Sale,20.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves. Southern Sunset is so damn good",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3453336735,Brothers Johnson,Light Up The Night,A&M Records,SP-3716,"LP, Album, Ter",421870,For Sale,25.99,2026-01-06 10:11:56,"Light handling marks on vinyl, but plays clean. Sleeve has some crate wear on edges. Solid gatefold still holds up well. Late ’70s/early ‘80s funk at its slickest—Louis Johnson’s bass work is straight fire on this one.",Very Good Plus (VG+),Very Good (VG),Y,,230,1,b60
3419822721,Bruce Springsteen,The River,Columbia,PC2 36854,"2xLP, Album, Pit",8260804,For Sale,25.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,460,2,
3031778455,Buckwheat Zydeco Ils Sont Partis Band,100% Fortified Zydeco,Black Top Records,BT-1024,"LP, Album",3302069,For Sale,10.0,2026-01-06 10:11:56,"Worth for the cover alone. Very fun record. Vinyl in excellent shape, cover as well, strong spine, some corner wear. ",Very Good Plus (VG+),Not Graded,Y,Box 2,230,1,
3410059335,Calloway,I Wanna Be Rich,Solar,4Z9 74503,"12"", Maxi",496620,For Sale,5.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Generic,Y,,230,1,
3410116038,Cameo,Secret Omen,Chocolate City,CCLP 2008,"LP, Album, 73 ",388862,For Sale,20.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3430774233,Carrie Lucas,Dance With You,Solar,YD-11483,"12"", Single",162457,For Sale,15.0,2026-01-06 10:11:56,"VG+/Generic – Vinyl is clean with minimal wear and plays great. Comes in a generic sleeve. Kept in protective sleeves and ships in Whiplash mailers for secure, damage-free delivery. Let me know if you’d like photos! Dance With You is a full-on groove—you can’t sit still when it’s on.",Very Good Plus (VG+),Generic,Y,,230,1,
3434099745,Chaka Khan,I Feel For You,"Warner Bros. Records, Warner Bros. Records","1-25162, 9 25162-1","LP, Album, SRC",11526143,For Sale,10.0,2026-01-06 10:11:56,"Still got that punch. A few scuffs and signs of play, but nothing that takes away from the energy. Cover has light wear but holds strong. Original inner sleeve included. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  ’80s Chaka at her peak—bold, funky, and unstoppable. That title track still hits hard.",Very Good (VG),Very Good (VG),Y,,230,1,d6
3410058732,Chaka Khan,Soul Talkin',Warner Bros. Records,0-21250,"12"", Maxi",138749,For Sale,5.0,2026-01-06 10:11:56,"Excellent shape vinyl, funky 1980's generic single cover, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Generic,Y,,230,1,
3434090991,Change,Change Of Heart,"Atlantic, RFC Records",80151-1,"LP, Album, SP ",712277,For Sale,5.0,2026-01-06 10:11:56,"Played and loved but still has plenty of life. Some light surface wear, nothing that disrupts the groove. Cover has minor signs of handling but holds up well. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Prime mid-'80s Change—tight production, slick melodies, and that unmistakable Jam & Lewis touch.",Very Good (VG),Very Good (VG),Y,,230,1,d5
3434089929,Change,Sharing Your Love,"Atlantic, RFC Records",SD 19342,"LP, Album",463817,For Sale,10.0,2026-01-06 10:11:56,Well-kept copy with some signs of play but nothing major. Cover has light edge wear but still looks great. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Change at their smoothest—sophisticated grooves with a dash of Luther.,Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,D4
2941070044,Cheech & Chong,Big Bambú,"Ode Records (2), Ode Records (2)","SP 77014, SP-77014","LP, Album, Ter",791061,For Sale,30.0,2026-01-06 10:11:56,Intact Giant Rolling Paper included. Everything kept in protective sleeves.,Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3419875893,Cheech & Chong,Cheech & Chong's Greatest Hit,Warner Bros. Records,BSK 3614,"LP, Comp",968974,For Sale,15.0,2026-01-06 10:11:56,"record in good shape, cover in good shape as well. Coupke of promo stickers, notch cut bottom right. ",Very Good (VG),Very Good Plus (VG+),Y,,230,1,
3451683894,The Chi-Lites,A Letter To Myself,Brunswick,BL 754188,"LP, Album, Pre",14473781,For Sale,10.0,2026-01-06 10:11:56," Smooth Chi-Lites harmonies on this 1973 Brunswick release. Vinyl plays well with just a few light marks, nothing that affects playback. Cover has some wear, particularly on the edges, but still solid. Perfect for a soul lover looking for a clean player!",Very Good Plus (VG+),Very Good (VG),Y,,230,1,
3410283195,Chic,Chic,Atlantic,SD 19153,"LP, Album",7894637,For Sale,15.0,2026-01-06 10:11:56,"Original Shrink wrapped shape vinyl, cover in excellent shape. Everything kept in protective sleeves because I care.",Mint (M),Near Mint (NM or M-),Y,,230,1,
3410231592,Chic,Risqué,Atlantic,SD 16003,"LP, Album, SP",68599,For Sale,30.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3453330327,Clay Hammond,Streets Will Love You,"Evejim Records, Evejim Records","EJR 4014, EJR 4014 LP","LP, Album",1238856,For Sale,8.0,2026-01-06 10:11:56,"Vinyl is glossy with minimal wear, plays strong. Cover has light edge wear but overall solid. Clay Hammond brings that smooth, late-’80s soul-blues blend—underrated and full of deep groove.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,b55
3471512646,Coke Escovedo,Coke,Mercury,SRM-1-1041,"LP, Album, Pit",756379,For Sale,20.0,2026-01-06 10:11:56,"VG+ vinyl, VG cover. Solid player copy with light wear. A couple of faint hairlines, nothing major. Cover has some edge wear and a bit of handling, but still in great shape. Kept in protective sleeves because I care. Ships in Whiplash mailers for secure, damage-free delivery. Let me know if you’d like photos!",Very Good Plus (VG+),Very Good (VG),Y,,230,1,b61
3434109417,Colonel Abrams,Colonel Abrams,MCA Records,MCA-5682,"LP, Album",1213379,For Sale,10.0,2026-01-06 10:11:56,"Well-loved but still ready to move. Some surface marks, plays through with no skips. Cover has a bit of edge wear but holds its shape. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Deep ‘80s groove—Detroit meets New York house before it had a name.",Very Good (VG),Very Good (VG),Y,,230,1,D7
3410059719,Commodores,Natural High,Motown,M7-902R1,"LP, Album",751427,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Staple holes at top. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410114790,Commodores,Natural High,Motown,M7-902R1,"LP, Album",751427,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Very Good (VG),Y,,230,1,
3410103639,Con Funk Shun,Touch,"Mercury, Mercury","SRM-1-4002, 6337 154","LP, Album, 53 ",221591,For Sale,20.0,2026-01-06 10:11:56,"Beautiful vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Very Good Plus (VG+),Y,,230,1,
3410026242,Cro Cro,Still De Best,Straker's Records,GS 2338,"LP, Album",1543477,For Sale,5.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
2942805571,Crown Heights Affair,Let Me Ride On The Wave Of Your Love,De-Lite Records,MK 225,"12"", Promo",1796017,For Sale,10.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves",Near Mint (NM or M-),Generic,Y,,230,1,
3434166465,D-Train,Keep Giving Me Love,Prelude Records,PRL D584,"12"", Promo",85025,Sold,8.0,2026-01-06 10:11:56,"Strong copy with just light signs of handling. Plays clean and crisp. No original sleeve. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  D Train bringing that deep, driving groove—classic Prelude promo heat.",Very Good Plus (VG+),Not Graded,Y,,230,1,D15
3410026695,D-Train,Music,Prelude Records,PRL 14109,"LP, Album",245415,For Sale,50.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3434153415,D-Train,Music,Prelude Records,PRL D 654,"12""",216129,Sold,7.0,2026-01-06 10:11:56,"Nice copy with only light wear—still full of that Prelude magic. No original sleeve, housed in a generic jacket. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Essential early ‘80s boogie—this groove never quits.",Very Good Plus (VG+),Generic,Y,,230,1,
3410027277,D-Train,You're The One For Me,Prelude Records,PRL D 539,"12"", Promo",2017275,For Sale,30.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Generic,Y,,230,1,
3434146242,D-Train,You're The One For Me,"Prelude Records, Prelude Records","PRL 14105, PRL 14105/0898","LP, Album, Ter",4927963,For Sale,80.0,2026-01-06 10:11:56,"Well-preserved copy with original shrink still intact. Vinyl is clean with only light signs of play. Cover looks sharp and includes a vintage Brad’s Records (Bronx, NY) price sticker. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  NYC boogie gold—D Train and Prelude Records at their absolute peak.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,D13
3410099484,Dam-Funk,Adolescent Funk,Stones Throw Records,STH2239,"2xLP, Album",2516319,For Sale,25.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,460,2,
3430590306,David Bowie,Diamond Dogs,RCA Victor,CPL1-0576,"LP, Album, Hol",710506,For Sale,25.0,2026-01-06 10:11:56,"Vinyl is in good shape and the cover is generic black, original cover missing. I keep everything in protective sleeves because I care about quality. If you’d like a photo, just let me know. ",Very Good (VG),Generic,Y,,230,1,
3430588680,David Bowie,Hunky Dory,"Parlophone, Parlophone, Parlophone, Parlophone","0825646289448, DB69733, DB 69733, DBXL1","LP, Album, RE, RM, 180",8162088,For Sale,30.0,2026-01-06 10:11:56,"Vinyl is in excellent shape and the cover is well-preserved with only minor crate wear. I keep everything in protective sleeves because I care about quality. If you’d like a photo, just let me know. ",Near Mint (NM or M-),Near Mint (NM or M-),Y,,230,1,
3430591638,David Bowie,Let's Dance,EMI America,SO-17093,"LP, Album, Win",528152,For Sale,25.0,2026-01-06 10:11:56,"Vinyl is in excellent shape and the cover is well-preserved with only minor crate wear. I keep everything in protective sleeves because I care about quality. If you’d like a photo, just let me know. Bowie is forever",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410073177,De La Soul,Me Myself And I,"Tommy Boy, Tommy Boy","TB 926, TB 926 B","12"", 3 S",353297,For Sale,50.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Generic white ""Tommy Boy"" cover. Yellow ""De La Soul"" Promo Sticker. Gold ""Lent for Promo use..."" stamp. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Generic,Y,,230,1,
2942813038,Debra Laws,Very Special,Elektra,6E-300,"LP, Album, SP",1157067,For Sale,25.0,2026-01-06 10:11:56,"Great shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3430770846,Debra Laws,Very Special,Elektra,6E-300,"LP, Album, SP",1157067,For Sale,20.0,2026-01-06 10:11:56,"VG/VG+ – Light surface marks but plays great. Cover is solid with minor wear, and includes the original inner sleeve. Kept in protective sleeves and ships in Whiplash mailers for secure, damage-free delivery. Let me know if you’d like photos! Very Special is a smooth ‘80s R&B essential, and the title track is a classic.",Very Good (VG),Not Graded,Y,,230,1,
3434110596,Denise LaSalle,The Bitch Is Bad !,ABC Records,AB-1027,"LP, Album",226352,For Sale,10.0,2026-01-06 10:11:56,"Clean copy with some signs of handling but well taken care of. Vinyl plays smooth, cover has minor edge wear but still looks great. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Southern soul with attitude—Denise LaSalle brings the heat on every track.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,D8
3430718085,Devo,Q: Are We Not Men? A: We Are Devo!,Warner Bros. Records,BSK 3239,"LP, Album, Los",499732,For Sale,60.0,2026-01-06 10:11:56,"VG+ vinyl, VG+ cover. Record is clean with light signs of play. Cover is in great shape with only minor wear. Includes original inner sleeve. Kept in protective sleeves because I care. Ships in Whiplash mailers—sturdy, secure, and built to protect your records in transit. I take packaging seriously, so your vinyl arrives safely. Let me know if you’d like photos! Are We Not Men? is Devo at their sharpest—strange, robotic, and still ahead of its time. Uncontrollable Urge is pure energy.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3434143440,Donna Summer,Four Seasons Of Love,Casablanca,NBLP 7038,"LP, Album, Kee",83621,For Sale,20.0,2026-01-06 10:11:56,Well-kept copy with some surface wear but still plays strong. Cover is in great shape with original shrink intact and a vintage Jimmy’s Music World price sticker ($5.99). Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Classic Casablanca-era Donna—disco decadence with orchestral flair.,Very Good (VG),Very Good Plus (VG+),Y,,230,1,d11
3434144112,Donna Summer,I Remember Yesterday,Casablanca,NBLP 7056,"LP, Album, Pit",393345,For Sale,25.0,2026-01-06 10:11:56,"Well-preserved copy with some light wear but still plays great. Cover is solid with minimal signs of age. Includes the original Casablanca inner sleeve. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  The perfect mix of disco, funk, and futuristic vibes—""I Feel Love"" changed everything.",Very Good (VG),Very Good Plus (VG+),Y,,230,1,D12
2943431719,Egyptian Lover,Computer Love (Sweet Dreams) / And My Beat Goes Boom,Freak Beat Records,DMSR 00662,"12"", Single",48819,For Sale,25.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3430719696,El Super Trio,El Super Trio ,Campo Record Co.,CR-1006,LP,19957183,For Sale,20.0,2026-01-06 10:11:56,"NM vinyl, VG+ cover. Record looks barely played. Cover has only light wear, still crisp and clean. Still in original shrink. Kept in protective sleeves because I care. Ships in Whiplash mailers for top-tier protection. Let me know if you’d like photos! This one’s a deep cut—never sold on Discogs, which says it all. A pristine copy of a sleeper gem.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3453399897,Eurythmics,Touch,"RCA, RCA Victor",AFL1-4917,"LP, Album, Ind",1014022,For Sale,10.0,2026-01-06 10:11:56,Includes original inner picture sleeve. Vinyl is clean with light handling marks. Cover is solid with minimal signs of wear. A synth-pop classic with Annie Lennox at her peak—essential ’80s listening.,Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,c52
3410094696,Fat Boys,Coming Back Hard Again,Tin Pan Apple,422 835 809-1,"LP, Album",2172091,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Promo Sticker! Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410093766,Fat Boys,Crushin',"Tin Pan Apple, Tin Pan Apple","831 948-1, 422 831 948-1 Y-1","LP, Album",6940208,For Sale,15.0,2026-01-06 10:11:56,,Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3410093991,Fat Boys And The Beach Boys,Wipeout!,Tin Pan Apple,885 960-1,"12""",344550,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3143067203,The Fatback Band,Fatback XII,Spring Records,SP-1-6723,"LP, Album, 53 ",201569,For Sale,10.0,2026-01-06 10:11:56,Great disco funk. Vinyl in good condition. Cover has some crate wear,Very Good Plus (VG+),Very Good (VG),Y,,230,1,#3
2943441391,The Fatback Band,Night Fever,Spring Records,SP-1-6711,"LP, Album, All",7313212,For Sale,15.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3419821812,The Fatback Band,The Girl Is Fine (So Fine),"Spring Records, Spring Records","SP D 409, SP-D-409","12"", TP",4622947,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Generic,Y,,230,1,
3410096565,The Fifth Dimension,The Age Of Aquarius,Soul City (2),SCS-92005,"LP, Album, Res",2874426,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good (VG),Very Good Plus (VG+),Y,,230,1,
3410088855,Finesse & Synquis,Soul Sisters ,Uptown Records,MCA-23849,"12""",2299361,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3453387339,The Floaters,The Floaters,ABC Records,AB-1030,"LP, Album, Pit",576350,For Sale,18.0,2026-01-06 10:11:56,"Original shrink still intact, keeping the cover in solid shape. Clean vinyl with only light signs of handling. Hype sticker still present—slow jam magic.",Very Good Plus (VG+),Very Good (VG),Y,,230,1,c51
2941339402,Fred Simon (5),Elsewhere,"Inner Ocean Records, Outrun Records",INNER136,"12"", EP",15851781,For Sale,25.0,2026-01-06 10:11:56,"Great shape, barely played, record and album cover kept in poly covers",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3419817864,Fresh Color,Get On Up,Gold Records,10 106,"12"", Maxi",433513,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410293227,Gayle Adams,Gayle Adams,Prelude Records,PRL 12178,"LP, Album",792522,For Sale,25.0,2026-01-06 10:11:56,"record in very good shape. cover has ring wear, corner cut, and spine wear. Your Love Is a Life Saver is a total banger",Very Good (VG),Very Good (VG),Y,,230,1,
3410107266,George Clinton,Some Of My Best Jokes Are Friends,Capitol Records,ST-12417,"LP, Album",1281959,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410110545,George Clinton,You Shouldn't-Nuf Bit Fish,Capitol Records,ST-12308,"LP, Album, Win",212060,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good (VG),Y,,230,1,
2941153135,Giants (3),Giants,LAX Records,MCA 3188,"LP, Album, Glo",950215,For Sale,20.0,2026-01-06 10:11:56,"Great shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
3410089965,Gladys Knight And The Pips,Imagination,Buddah Records,BDS 5141,"LP, Album, Son",554488,For Sale,20.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good (VG),Y,,230,1,
3430769004,Gladys Knight And The Pips,Save The Overtime (For Me),Columbia,44-03969,"12"", Promo",3782974,For Sale,6.0,2026-01-06 10:11:56," VG+ vinyl, generic black cover. Record is clean with no major marks—plays great. Standard black sleeve is in solid shape with minor handling wear. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe, damage-free delivery. Let me know if you’d like photos! Save the Overtime for Me is peak Gladys in the ‘80s—tight grooves, slick production, and that voice cutting through it all.",Very Good Plus (VG+),Generic,Y,,230,1,
3410056845,Gladys Knight And The Pips,Visions,Columbia,FC 38205,"LP, Album, Car",1631543,For Sale,15.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Promo Sticker! Everything kept in protective sleeves because I care. ""Save The Overtime"" is a deep boogie gem!",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3410025741,Glen White,TV Lover,Chapulin,CH 28506,"12"", Maxi",444860,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in good shape with light stains, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good (VG),Y,,230,1,
3435166530,Gloria Gaynor,Love Tracks,"Polydor, Polydor","PD-1-6184, 2391 385","LP, Album, Mon",4043938,For Sale,15.0,2026-01-06 10:11:56,sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Disco history—“I Will Survive” is an anthem that never fades.,Very Good Plus (VG+),Very Good (VG),Y,,230,1,d22
2942807224,Goodie,Call Me Goodie,Total Experience Records,TE-1-3002,"LP, Album, 26",681941,For Sale,15.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves. original shrink. promo sticker",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
2941385071,Grace Jones,Portfolio,Island Records,ILPS 9470,"LP, Album, P/Mixed, RE, Gat",84921,For Sale,15.0,2026-01-06 10:11:56,"Great shape, everything kept in protective sleeves",Very Good Plus (VG+),Very Good (VG),Y,,230,1,
3435168234,Gregory Isaacs,I Can't Give You My Love Alone,African Museum,none,"12""",5434381,For Sale,11.0,2026-01-06 10:11:56,"Nice VG+ copy with minimal signs of play. No original sleeve, housed in a generic jacket. Kept in protective sleeves because I care. Ships in Whiplash mailers for safe delivery. Let me know if you’d like photos.  Laid-back lovers rock perfection—Gregory at his smoothest.",Very Good Plus (VG+),Generic,Y,,230,1,
3471388125,"Grover Washington, Jr.",Mister Magic,Kudu,KU 20 S1,"LP, Album",318637,For Sale,36.0,2026-01-06 10:11:56,"Wax looks solid with just a faint sign of play—this one’s been well cared for. Cover is in great shape, colors still pop, just some minor edge bumps. A fantastic copy of an essential record. If you’re spinning this, you already know what’s up.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,D18
2943422122,"Grover Washington, Jr.",Winelight,Elektra,6E-305,"LP, Album, AR ",3835271,For Sale,40.0,2026-01-06 10:11:56,"excellent shape, everything kept in protective sleeves. beautiful copy",Near Mint (NM or M-),Very Good Plus (VG+),Y,,230,1,
3410282460,Gwen Guthrie,Good To Go Lover,Polydor,829 532-1 Y-1,"LP, Album, 53",17755459,For Sale,10.0,2026-01-06 10:11:56,"Excellent shape vinyl, cover in very good shape, minor crate wear. Everything kept in protective sleeves because I care.",Very Good Plus (VG+),Very Good Plus (VG+),Y,,230,1,
